"","Chemical","CAS","Model","Obs.val","pre.val","ref","Cell.type","Data.source","MassBalanceIssue","IOC","conc","H37","MW","MP","log.KOW","log.KAW","Solubility","pKa","logit.Obs.val","logit.pre.val","diff","abs.diff"
"832","DDD-p,p'","50-29-3","Zaldivar-Comenges et al. (2017)",0.0024,6.56e-05,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.843,354.49,108,6.91,-3.82,0.006699861,NA,-2.61978875828839,-4.18309616062434,-1.56330740233595,1.56330740233595
"833","DDT-o,p'","789-02-6","Zaldivar-Comenges et al. (2017)",0.0039,0.000176147,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,1.45,354.49,116,6.56,-3.95,0.07656984,NA,-2.4089353929735,-3.75412474898879,-1.34518935601529,1.34518935601529
"834","DDT-p,p'","72-54-8","Zaldivar-Comenges et al. (2017)",0.0015,0.000605552,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.669,320.04,110,6.12,-3.32,0.09025128,NA,-2.82390874094432,-3.21784855715612,-0.393939816211799,0.393939816211799
"835","Diazinon","333-41-5","Zaldivar-Comenges et al. (2017)",0.0183,0.191687335,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.0114,304.35,52.6,3.81,-5.17,47.4786,NA,-1.73754891026957,-0.717406580503868,1.0201423297657,1.0201423297657
"836","Dicofol","115-32-2","Zaldivar-Comenges et al. (2017)",0.0281333333333333,0.012645816,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.000149,370.49,77.5,5.02,-6.03,0.8632417,NA,-1.55077880809401,-1.89805314157752,-0.347274333483516,0.347274333483516
"837","Dieldrin","60-57-1","Zaldivar-Comenges et al. (2017)",0.0186666666666667,0.00963713,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.829,380.91,202,5.12,-4.26,0.20835777,NA,-1.72893322771346,-2.01605228256412,-0.287119054850657,0.287119054850657
"838","Disulfoton","298-04-4","Zaldivar-Comenges et al. (2017)",0.6044,0.132739732,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.218675544333012,-0.87699906352868,-0.658323519195668,0.658323519195668
"839","Endosulfan I","115-29-7","Zaldivar-Comenges et al. (2017)",0.0240333333333333,0.185479824,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,2.45,406.93,106,3.83,-4.96,0.40570921,NA,-1.61918599000023,-0.731703324873845,0.887482665126388,0.887482665126388
"840","Endrin","72-20-8","Zaldivar-Comenges et al. (2017)",0.0227666666666667,0.004120017,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.64270055103813,-2.38510099197877,-0.742400440940638,0.742400440940638
"841","Ethion","563-12-2","Zaldivar-Comenges et al. (2017)",0.0012,0.011041392,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.92081875395238,-1.95697617118926,0.963842582763113,0.963842582763113
"842","Heptachlor","76-44-8","Zaldivar-Comenges et al. (2017)",0.0099,0.000640392,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.00436480540245,-3.19355410207684,-1.18918929667439,1.18918929667439
"843","Heptachlor epoxide B","1024-57-3","Zaldivar-Comenges et al. (2017)",0.0290666666666667,0.014091787,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.5366047697871,-1.85103392988362,-0.314429160096529,0.314429160096529
"844","Lindane","58-89-9","Zaldivar-Comenges et al. (2017)",0.225766666666667,0.221070461,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.646340179113301,-0.655469283118846,-0.00912910400554512,0.00912910400554512
"845","Methoxychlor-o,p'","72-43-5","Zaldivar-Comenges et al. (2017)",0.0068,0.010745347,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.16749108729376,-1.96877955525379,0.198711532039971,0.198711532039971
"846","Parathion","56-38-2","Zaldivar-Comenges et al. (2017)",0.0792,0.185479824,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.10127481841051,-0.731703324873845,0.369571493536661,0.369571493536661
"847","Trifluralin","1582-09-8","Zaldivar-Comenges et al. (2017)",0.0243333333333333,0.005278041,"Valdiviezo et al.(1 uM - Single)","Cell-free","Our data","0","N",1,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-1.61379839459921,-2.27752724048872,-0.663728845889518,0.663728845889518
"849","Aldrin","309-00-2","Zaldivar-Comenges et al. (2017)",0.00103333333333333,0.00020854,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,4.46,364.91,129,6.5,-1.68,0.026310011,NA,-2.98575956088539,-3.68081063079511,-0.695051069909719,0.695051069909719
"850","Azinphos-methyl","86-50-0","Zaldivar-Comenges et al. (2017)",0.4386,0.602502302,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0101,317.32,73,2.75,-13.3,23.132628,NA,-0.357931372658496,-0.220041289426974,0.137890083231522,0.137890083231522
"851","Chlorpyrifos","2921-88-2","Zaldivar-Comenges et al. (2017)",0.000766666666666667,0.014874189,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-3.11539341870207,-1.82756670441801,1.28782671428406,1.28782671428406
"852","DDD-p,p'","50-29-3","Zaldivar-Comenges et al. (2017)",0.0012,6.56e-05,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.843,354.49,108,6.91,-3.82,0.006699861,NA,-2.92081875395238,-4.18309616062434,-1.26227740667196,1.26227740667196
"853","DDT-o,p'","789-02-6","Zaldivar-Comenges et al. (2017)",0.00376666666666667,0.000176147,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,1.45,354.49,116,6.56,-3.95,0.07656984,NA,-2.42404281123624,-3.75412474898879,-1.33008193775254,1.33008193775254
"854","DDT-p,p'","72-54-8","Zaldivar-Comenges et al. (2017)",4e-04,0.000605552,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.669,320.04,110,6.12,-3.32,0.09025128,NA,-3.39794000867204,-3.21784855715612,0.18009145151592,0.18009145151592
"855","Diazinon","333-41-5","Zaldivar-Comenges et al. (2017)",0.0547666666666667,0.191687335,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0114,304.35,52.6,3.81,-5.17,47.4786,NA,-1.2614836912846,-0.717406580503868,0.544077110780732,0.544077110780732
"856","Dicofol","115-32-2","Zaldivar-Comenges et al. (2017)",0.0165333333333333,0.012645816,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.000149,370.49,77.5,5.02,-6.03,0.8632417,NA,-1.78163957822946,-1.89805314157752,-0.116413563348058,0.116413563348058
"857","Dieldrin","60-57-1","Zaldivar-Comenges et al. (2017)",0.0104,0.00963713,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.829,380.91,202,5.12,-4.26,0.20835777,NA,-1.98296666070122,-2.01605228256412,-0.0330856218628997,0.0330856218628997
"858","Disulfoton","298-04-4","Zaldivar-Comenges et al. (2017)",0.8419,0.132739732,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.0747394904805647,-0.87699906352868,-0.802259573048116,0.802259573048116
"859","Endosulfan I","115-29-7","Zaldivar-Comenges et al. (2017)",0.0107,0.185479824,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,2.45,406.93,106,3.83,-4.96,0.40570921,NA,-1.97061622231479,-0.731703324873845,1.23891289744095,1.23891289744095
"860","Endrin","72-20-8","Zaldivar-Comenges et al. (2017)",0.0104666666666667,0.004120017,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.98019160664645,-2.38510099197877,-0.40490938533232,0.40490938533232
"861","Ethion","563-12-2","Zaldivar-Comenges et al. (2017)",0.00106666666666667,0.011041392,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.97197127639976,-1.95697617118926,1.01499510521049,1.01499510521049
"862","Heptachlor","76-44-8","Zaldivar-Comenges et al. (2017)",0.00256666666666667,0.000640392,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.59063052954718,-3.19355410207684,-0.602923572529662,0.602923572529662
"863","Heptachlor epoxide B","1024-57-3","Zaldivar-Comenges et al. (2017)",0.0179,0.014091787,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.74714696902011,-1.85103392988362,-0.103886960863518,0.103886960863518
"864","Lindane","58-89-9","Zaldivar-Comenges et al. (2017)",0.2754,0.221070461,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.560036064079095,-0.655469283118846,-0.0954332190397512,0.0954332190397512
"865","Methoxychlor-o,p'","72-43-5","Zaldivar-Comenges et al. (2017)",0.00303333333333333,0.010745347,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.51807986239857,-1.96877955525379,0.549300307144776,0.549300307144776
"866","Parathion","56-38-2","Zaldivar-Comenges et al. (2017)",0.0724,0.185479824,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.14026143380285,-0.731703324873845,0.408558108929008,0.408558108929008
"867","Trifluralin","1582-09-8","Zaldivar-Comenges et al. (2017)",0.00946666666666667,0.005278041,"Valdiviezo et al.(10 uM- Mixture)","Cell-free","Our data","0","N",10,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-2.02380291467262,-2.27752724048872,-0.253724325816099,0.253724325816099
"869","Aldrin","309-00-2","Zaldivar-Comenges et al. (2017)",0.00413333333333333,0.00020854,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,4.46,364.91,129,6.5,-1.68,0.026310011,NA,-2.38369956955743,-3.68081063079511,-1.29711106123768,1.29711106123768
"870","Azinphos-methyl","86-50-0","Zaldivar-Comenges et al. (2017)",0.441133333333333,0.602502302,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0101,317.32,73,2.75,-13.3,23.132628,NA,-0.355430124412086,-0.220041289426974,0.135388834985112,0.135388834985112
"871","Chlorpyrifos","2921-88-2","Zaldivar-Comenges et al. (2017)",0.000966666666666667,0.014874189,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.297,350.59,42,4.96,-4.17,1.1499352,NA,-3.01472325682071,-1.82756670441801,1.18715655240269,1.18715655240269
"872","DDD-p,p'","50-29-3","Zaldivar-Comenges et al. (2017)",0.00173333333333333,6.56e-05,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.843,354.49,108,6.91,-3.82,0.006699861,NA,-2.76111791108486,-4.18309616062434,-1.42197824953948,1.42197824953948
"873","DDT-o,p'","789-02-6","Zaldivar-Comenges et al. (2017)",0.0031,0.000176147,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,1.45,354.49,116,6.56,-3.95,0.07656984,NA,-2.50863830616573,-3.75412474898879,-1.24548644282306,1.24548644282306
"874","DDT-p,p'","72-54-8","Zaldivar-Comenges et al. (2017)",0.00166666666666667,0.000605552,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.669,320.04,110,6.12,-3.32,0.09025128,NA,-2.77815125038364,-3.21784855715612,-0.439697306772473,0.439697306772473
"875","Diazinon","333-41-5","Zaldivar-Comenges et al. (2017)",0.0603333333333333,0.191687335,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0114,304.35,52.6,3.81,-5.17,47.4786,NA,-1.21944267985048,-0.717406580503868,0.50203609934661,0.50203609934661
"876","Dicofol","115-32-2","Zaldivar-Comenges et al. (2017)",0.00786666666666667,0.012645816,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.000149,370.49,77.5,5.02,-6.03,0.8632417,NA,-2.10420925174956,-1.89805314157752,0.206156110172033,0.206156110172033
"877","Dieldrin","60-57-1","Zaldivar-Comenges et al. (2017)",0.0215333333333333,0.00963713,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.829,380.91,202,5.12,-4.26,0.20835777,NA,-1.66688873672458,-2.01605228256412,-0.349163545839541,0.349163545839541
"878","Disulfoton","298-04-4","Zaldivar-Comenges et al. (2017)",0.914333333333333,0.132739732,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.038895447115133,-0.87699906352868,-0.838103616413547,0.838103616413547
"879","Endosulfan I","115-29-7","Zaldivar-Comenges et al. (2017)",0.0221,0.185479824,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,2.45,406.93,106,3.83,-4.96,0.40570921,NA,-1.65560772631489,-0.731703324873845,0.923904401441044,0.923904401441044
"880","Endrin","72-20-8","Zaldivar-Comenges et al. (2017)",0.0226666666666667,0.004120017,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.829,380.91,144,5.43,-4.26,0.05180376,NA,-1.64461234201343,-2.38510099197877,-0.740488649965342,0.740488649965342
"881","Ethion","563-12-2","Zaldivar-Comenges et al. (2017)",0.00253333333333333,0.011041392,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0457,384.48,-13,5.07,-7.25,1.7340048,NA,-2.59630766243887,-1.95697617118926,0.639331491249609,0.639331491249609
"882","Heptachlor","76-44-8","Zaldivar-Comenges et al. (2017)",0.00756666666666667,0.000640392,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,29.8,373.32,95.5,6.1,-2.92,0.14223492,NA,-2.12109539752654,-3.19355410207684,-1.0724587045503,1.0724587045503
"883","Heptachlor epoxide B","1024-57-3","Zaldivar-Comenges et al. (2017)",0.0390666666666667,0.014091787,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,2.13,389.32,160,4.98,-4.75,0.22308036,NA,-1.40819364303759,-1.85103392988362,-0.442840286846034,0.442840286846034
"884","Lindane","58-89-9","Zaldivar-Comenges et al. (2017)",0.253266666666667,0.221070461,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.596421965500961,-0.655469283118846,-0.0590473176178855,0.0590473176178855
"885","Methoxychlor-o,p'","72-43-5","Zaldivar-Comenges et al. (2017)",0.00706666666666667,0.010745347,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0206,345.65,87,5.08,-6.7,0.08468425,NA,-2.15078539379091,-1.96877955525379,0.182005838537118,0.182005838537118
"886","Parathion","56-38-2","Zaldivar-Comenges et al. (2017)",0.0786333333333333,0.185479824,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-1.10439331383407,-0.731703324873845,0.372689988960222,0.372689988960222
"887","Trifluralin","1582-09-8","Zaldivar-Comenges et al. (2017)",0.0256333333333333,0.005278041,"Valdiviezo et al.(1 uM- Mixture)","Cell-free","Our data","0","N",1,10.4,335.28,49,5.34,-3.39,0.28632912,NA,-1.59119491491823,-2.27752724048872,-0.686332325570493,0.686332325570493
"888","Caffeine","58-08-2","Zaldivar-Comenges et al. (2017)",0.999999,0.940030971,"Huchthausen et al. (ARE)","Human","Literature","0","N",3680,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-4.34294699063126e-07,-0.0268578375568751,-0.0268574032621761,0.0268574032621761
"896","Caffeine","58-08-2","Zaldivar-Comenges et al. (2017)",0.754098361,0.987094226,"Huchthausen et al. (PPAR)","Human","Literature","0","N",2440,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.122572003130928,-0.0056413884867641,0.116930614644164,0.116930614644164
"904","di-n-butylphthalate","84-74-2","Zaldivar-Comenges et al. (2017)",0.59,0.44763562,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",0.835586139,0.183,278.34,-35,4.61,-5.26,11.189268,NA,-0.229147988357856,-0.349075362371695,-0.119927374013839,0.119927374013839
"906","Caffeine","58-08-2","Zaldivar-Comenges et al. (2017)",0.96,0.999939584,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14037.07518,0.157,194.19,238,-0.07,-9.95,21749.28,NA,-0.0177287669604316,-2.62391280582079e-05,0.0177025278323734,0.0177025278323734
"908","Malathion","121-75-5","Zaldivar-Comenges et al. (2017)",0.99,0.992119962,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",39.34624697,0.000495,330.36,2.8,2.36,-9.87,144.69768,NA,-0.00436480540245009,-0.00343581203458075,0.000928993367869341,0.000928993367869341
"911","2,2,2-trichloroethanol","115-20-8","Zaldivar-Comenges et al. (2017)",0.94,0.999008659,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",712.8514056,0.597,149.4,19,1.42,-3.34,83215.8,NA,-0.0268721464003014,-0.000430747470092487,0.0264413989302089,0.0264413989302089
"912","parathion ethyl","56-38-2","Zaldivar-Comenges et al. (2017)",0.77,0.824259117,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",2.883625129,0.0302,291.26,6.1,3.83,-5.78,12.728062,NA,-0.113509274827518,-0.0839362404955235,0.0295730343319947,0.0295730343319947
"913","diethylphthalate","84-66-2","Zaldivar-Comenges et al. (2017)",0.91,0.99059607,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",310.5310531,0.00237,222.24,-40.5,2.44,-5.26,1037.8608,NA,-0.0409586076789064,-0.00410339933024304,0.0368552083486633,0.0368552083486633
"914","4-chlorophenol","106-48-9","Zaldivar-Comenges et al. (2017)",0.87,0.991579673,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",93.3125972,0.0639,128.56,42.7,2.39,-4.8,24554.96,NA,-0.0604807473813815,-0.0036723846819666,0.0568083626994149,0.0568083626994149
"915","permethrin","52645-53-1","Zaldivar-Comenges et al. (2017)",0.29,0.010816354,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",23.00025556,0.00243,391.29,34,6.5,-6.61,0.08373606,NA,-0.537602002101044,-1.96591910748503,-1.42831710538398,1.42831710538398
"916","Aniline","62-53-3","Zaldivar-Comenges et al. (2017)",0.999999,0.999673707,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",4749.731472,0.205,93.13,-6,0.9,-4.27,36041.31,NA,-4.34294699063126e-07,-0.000141730373455695,-0.000141296078756632,0.000141296078756632
"917","disulfoton","298-04-4","Zaldivar-Comenges et al. (2017)",0.54,0.753711191,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",9.110787172,0.483,274.4,-25,4.02,-5.26,18.05552,NA,-0.267606240177031,-0.12279503633566,0.144811203841371,0.144811203841371
"918","4-fluoroaniline","371-40-4","Zaldivar-Comenges et al. (2017)",0.88,0.999448127,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1913.591359,0.0611,111.12,-0.8,1.15,-3.98,14778.96,NA,-0.0555173278498314,-0.000239741558144264,0.0552775862916871,0.0552775862916871
"920","Allyl alcohol","107-18-6","Zaldivar-Comenges et al. (2017)",0.98,0.999915202,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",14359.72461,0.506,58.08,-129,0.17,-3.52,998976,NA,-0.00877392430750515,-3.68288650055719e-05,0.00873709544249958,0.00873709544249958
"921","lindane","58-89-9","Zaldivar-Comenges et al. (2017)",0.43,0.857231522,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",33.3562586,0.322,290.83,75.2,3.72,-3.77,4.449699,NA,-0.366531544420413,-0.0669018675194353,0.299629676900978,0.299629676900978
"922","N-methylaniline","100-61-8","Zaldivar-Comenges et al. (2017)",0.85,0.998322004,"Tanneberger et al.(Fish RTgill)","Fish","Literature","0","N",1509.328358,0.9,107.15,-57,1.66,-3.41,5625.375,NA,-0.0705810742857073,-0.000729356503382709,0.0698517177823246,0.0698517177823246
